,Smoking,Alcohol,Punctuality,Lying,Internet usage,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings
104,tried smoking,drink a lot,i am always on time,everytime it suits me,few hours a day,male,right handed,secondary school,no,village,block of flats,4.0,4.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,1.0,4.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,5.0,2.0,5.0,1.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,21.0,180.0,70.0,1.0
105,never smoked,social drinker,i am always on time,sometimes,few hours a day,male,right handed,college/bachelor degree,no,village,house/bungalow,5.0,5.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,24.0,178.0,74.0,1.0
106,former smoker,social drinker,i am often early,only to avoid hurting someone,few hours a day,male,right handed,secondary school,no,city,block of flats,5.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,5.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,5.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,1.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,19.0,182.0,80.0,1.0
107,tried smoking,social drinker,i am always on time,only to avoid hurting someone,less than an hour a day,female,right handed,secondary school,no,city,house/bungalow,5.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,1.0,2.1397423191278495,3.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,5.0,5.0,5.0,2.0,1.0,5.0,2.0,4.0,5.0,4.0,4.0,2.0,1.0,4.0,2.0,5.0,2.0,1.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0426164519326067,1.0,3.0,5.0,1.0,3.0,5.0,3.0,1.0,5.0,2.0,1.0,5.0,5.0,2.0,4.0,1.0,4.0,4.0,5.0,1.0,3.0,1.0,5.0,5.0,2.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,3.0,2.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,18.0,178.0,55.0,1.0
108,never smoked,social drinker,i am often early,sometimes,few hours a day,female,right handed,primary school,no,city,block of flats,4.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,5.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,5.0,3.0,2.0,5.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,5.0,3.0,4.0,2.0,5.0,1.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,1.0,5.0,4.0,5.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,5.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,17.0,168.0,61.0,1.0
109,tried smoking,drink a lot,i am often running late,everytime it suits me,few hours a day,male,right handed,secondary school,yes,city,block of flats,5.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,5.0,1.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,1.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,5.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,18.0,176.0,65.0,0.0
110,former smoker,drink a lot,i am always on time,sometimes,few hours a day,male,right handed,college/bachelor degree,no,city,house/bungalow,5.0,4.0,4.0,5.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,1.0,2.0,3.0,5.0,2.0,2.0,5.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,21.0,185.0,70.0,1.0
111,tried smoking,social drinker,i am often running late,everytime it suits me,most of the day,female,right handed,college/bachelor degree,no,village,house/bungalow,5.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,1.0,5.0,3.0,5.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,1.0,5.0,5.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,5.0,2.0,1.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,3.0,5.0,2.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,22.0,166.0,56.0,1.0
112,never smoked,social drinker,i am often early,sometimes,less than an hour a day,female,left handed,secondary school,no,city,block of flats,5.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,5.0,4.0,1.0,5.0,1.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,4.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,5.0,5.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,1.0,3.0,3.0,5.0,3.0,4.0,1.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,20.0,163.0,54.0,1.0
113,former smoker,social drinker,i am always on time,only to avoid hurting someone,few hours a day,female,right handed,college/bachelor degree,no,village,house/bungalow,3.0,4.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,2.9105367793240555,1.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,3.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,3.2912524850894633,5.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,3.0,2.615690168818272,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.9731610337972167,3.0,5.0,2.0,3.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,21.0,162.0,60.0,1.0
114,former smoker,drink a lot,i am often early,only to avoid hurting someone,less than an hour a day,female,right handed,secondary school,no,city,house/bungalow,5.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,5.0,1.0,4.0,4.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,4.0,5.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,5.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,5.0,4.0,2.0,1.0,5.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,19.0,163.0,54.0,1.0
115,tried smoking,social drinker,i am often early,sometimes,few hours a day,female,right handed,secondary school,yes,city,block of flats,5.0,4.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,3.1557539682539684,3.0,5.0,3.0,1.0,5.0,2.0,5.0,3.0,1.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,2.0,3.0,5.0,1.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,3.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,17.0,175.0,62.0,0.0
116,former smoker,social drinker,i am often early,only to avoid hurting someone,few hours a day,female,right handed,college/bachelor degree,no,city,block of flats,5.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,1.0,5.0,3.0,2.0,1.0,5.0,5.0,5.0,3.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,3.0,5.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0,3.0,5.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,21.0,169.0,61.0,1.0
117,never smoked,never,i am often early,sometimes,few hours a day,female,right handed,secondary school,no,village,house/bungalow,5.0,3.0,2.0,2.0,1.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,5.0,2.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,1.0,2.0,4.0,3.0,5.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,1.0,5.0,3.0,4.0,4.0,1.0,5.0,2.0,4.0,1.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,18.0,165.0,55.0,3.0
118,never smoked,social drinker,i am often early,sometimes,few hours a day,male,right handed,college/bachelor degree,no,city,block of flats,5.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,5.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,23.0,175.0,60.0,1.0
119,tried smoking,social drinker,i am often early,only to avoid hurting someone,few hours a day,female,right handed,secondary school,no,village,house/bungalow,4.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,5.0,3.0,1.0,5.0,5.0,2.0,5.0,2.0,1.0,4.0,5.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,1.0,4.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,3.0,16.0,161.0,54.0,1.0
120,never smoked,drink a lot,i am always on time,everytime it suits me,most of the day,male,right handed,college/bachelor degree,yes,city,block of flats,5.0,5.0,4.0,1.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,2.0,4.0,3.0,3.0,3.0,5.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,23.0,188.0,90.0,0.0
121,current smoker,social drinker,i am often running late,sometimes,few hours a day,male,right handed,secondary school,no,city,block of flats,4.0,3.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,5.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,4.0,2.0,5.0,4.0,2.0,5.0,2.0,1.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,1.0,4.0,2.0,21.0,180.0,85.0,2.0
122,tried smoking,social drinker,i am always on time,sometimes,few hours a day,female,right handed,masters degree,yes,city,house/bungalow,5.0,3.0,3.0,2.0,2.0,5.0,3.0,1.0,5.0,2.0,4.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,5.0,5.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,1.0,5.0,4.0,2.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,2.0,4.0,5.0,5.0,2.0,5.0,3.0,2.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,23.0,156.0,56.0,0.0
123,tried smoking,never,i am always on time,only to avoid hurting someone,few hours a day,female,left handed,secondary school,yes,village,house/bungalow,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,1.0,3.0,1.0,5.0,5.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,5.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,20.0,172.0,80.0,0.0
124,current smoker,social drinker,i am always on time,only to avoid hurting someone,few hours a day,male,right handed,secondary school,no,city,block of flats,4.0,4.0,1.0,4.0,2.123383084577114,5.0,5.0,3.0,5.0,3.0,3.0,1.0,2.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,5.0,3.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,2.0,4.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,20.0,176.0,69.0,4.0
